Index;x;y;nbr;desc
0;466836.250;5781757.120
0;466861.490;5781866.560
0;466711.450;5781912.700
0;466542.550;5781902.550
0;466536.600;5782007.410
0;466419.900;5782005.260
0;466392.170;5782090.750
0;466345.850;5782112.220
0;466040.280;5782109.300
0;466043.130;5782214.300
0;465801.350;5782351.490
0;465771.460;5782296.130
0;465607.830;5782286.630
0;465606.150;5782323.740
0;465540.380;5782408.320
0;465370.260;5782346.290
0;465360.640;5782482.050
0;465295.820;5782493.710
0;465206.880;5782593.260
0;464830.280;5782594.140
0;464766.130;5782661.810
0;464670.030;5782631.860
0;464631.620;5782669.560
0;464424.220;5782694.900
0;464237.270;5782770.980
0;464121.570;5782786.190
0;463792.720;5782818.920
0;463667.260;5782896.220
0;463441.820;5782949.630
0;463469.920;5783013.740
0;463297.960;5783108.100
0;463040.690;5783336.610
0;462872.620;5783377.540
0;462769.400;5783362.360
0;462752.700;5783388.440
0;462816.070;5783503.050
0;462556.160;5783739.520
0;462549.350;5783807.990
0;462577.110;5783905.040
0;462561.280;5783932.780
0;462608.240;5784013.800
0;462405.610;5784353.090
0;462429.210;5784379.730
0;462408.100;5784447.440
0;462301.500;5784573.570
0;462156.330;5784646.640
0;462043.920;5784793.660
0;461933.190;5784888.010
0;461893.130;5784978.070
0;461890.660;5785024.350
0;462014.290;5785143.870
0;462105.720;5785278.340
0;462172.240;5785289.920
0;462249.310;5785350.610
0;462354.580;5785333.640
0;462414.680;5785353.030
0;462441.700;5785481.520
0;462511.960;5785575.530
0;462567.870;5785749.600
0;462563.470;5785858.150
0;462596.020;5785878.550
0;462583.310;5786094.330
0;462624.090;5786251.910
0;462937.190;5786472.710
0;462995.930;5786545.090
0;463147.830;5786610.690
0;463202.270;5786668.060
0;463168.450;5786902.480
0;463099.660;5787100.410
0;463099.710;5787176.330
0;463036.710;5787326.200
0;463036.090;5787364.910
0;463119.680;5787496.800
0;463125.190;5787720.030
0;463064.480;5787748.930
0;463045.430;5787788.750
0;463090.220;5787914.700
0;463076.400;5788034.420
0;463105.900;5788191.980
0;463218.600;5788305.470
0;463279.750;5788311.990
0;463454.880;5788425.640
0;463507.450;5788506.460
0;463601.410;5788585.010
0;463647.690;5788675.000
0;463687.950;5788677.690
0;463714.840;5788711.800
0;463674.210;5788789.480
0;463642.030;5788778.900
0;463570.670;5789100.920
0;463486.050;5789149.090
0;463363.100;5789135.650
0;463338.690;5789170.230
0;463316.410;5789384.370
0;463334.060;5789590.120
0;463370.400;5789699.880
0;463068.160;5789878.980
0;463574.810;5790953.640
0;463530.570;5791033.050
0;463490.610;5791221.320
